global_round,task_idx,round_in_task,dataset,client_id,old_task_idx,old_dataset,exp_id,run_seed,global_acc_old_task,personalized_acc_old_task,delta_pers,test_samples
217,2,17,permuted-mnist-task2-npz,1,1,permuted-mnist-task1-npz,A,0,0.152,0.76,0.608,125
217,2,17,permuted-mnist-task2-npz,1,0,OLD_TASKS_MEAN,A,0,nan,nan,0.608,0
217,2,17,permuted-mnist-task2-npz,0,1,permuted-mnist-task1-npz,A,0,0.6322188449848024,0.8221884498480243,0.1899696048632219,658
217,2,17,permuted-mnist-task2-npz,0,0,OLD_TASKS_MEAN,A,0,nan,nan,0.1899696048632219,0
217,2,17,permuted-mnist-task2-npz,2,1,permuted-mnist-task1-npz,A,0,0.12745098039215685,0.9632352941176471,0.8357843137254902,408
217,2,17,permuted-mnist-task2-npz,2,0,OLD_TASKS_MEAN,A,0,nan,nan,0.8357843137254902,0
217,2,17,permuted-mnist-task2-npz,4,1,permuted-mnist-task1-npz,A,0,0.7708333333333334,0.85,0.07916666666666661,480
217,2,17,permuted-mnist-task2-npz,4,0,OLD_TASKS_MEAN,A,0,nan,nan,0.07916666666666661,0
217,2,17,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.940251572327044,0.9937106918238994,0.053459119496855334,636
217,2,17,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.053459119496855334,0
218,2,18,permuted-mnist-task2-npz,4,1,permuted-mnist-task1-npz,A,0,0.78125,0.85625,0.07499999999999996,480
218,2,18,permuted-mnist-task2-npz,4,0,OLD_TASKS_MEAN,A,0,nan,nan,0.07499999999999996,0
218,2,18,permuted-mnist-task2-npz,1,1,permuted-mnist-task1-npz,A,0,0.152,0.736,0.584,125
218,2,18,permuted-mnist-task2-npz,1,0,OLD_TASKS_MEAN,A,0,nan,nan,0.584,0
218,2,18,permuted-mnist-task2-npz,2,1,permuted-mnist-task1-npz,A,0,0.12254901960784313,0.9656862745098039,0.8431372549019608,408
218,2,18,permuted-mnist-task2-npz,2,0,OLD_TASKS_MEAN,A,0,nan,nan,0.8431372549019608,0
218,2,18,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.940251572327044,0.9937106918238994,0.053459119496855334,636
218,2,18,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.053459119496855334,0
218,2,18,permuted-mnist-task2-npz,0,1,permuted-mnist-task1-npz,A,0,0.6382978723404256,0.8054711246200608,0.1671732522796352,658
218,2,18,permuted-mnist-task2-npz,0,0,OLD_TASKS_MEAN,A,0,nan,nan,0.1671732522796352,0
219,2,19,permuted-mnist-task2-npz,4,1,permuted-mnist-task1-npz,A,0,0.78125,0.85,0.06874999999999998,480
219,2,19,permuted-mnist-task2-npz,4,0,OLD_TASKS_MEAN,A,0,nan,nan,0.06874999999999998,0
219,2,19,permuted-mnist-task2-npz,1,1,permuted-mnist-task1-npz,A,0,0.144,0.704,0.5599999999999999,125
219,2,19,permuted-mnist-task2-npz,1,0,OLD_TASKS_MEAN,A,0,nan,nan,0.5599999999999999,0
219,2,19,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.940251572327044,0.9921383647798742,0.05188679245283012,636
219,2,19,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.05188679245283012,0
219,2,19,permuted-mnist-task2-npz,2,1,permuted-mnist-task1-npz,A,0,0.12254901960784313,0.9534313725490197,0.8308823529411765,408
219,2,19,permuted-mnist-task2-npz,2,0,OLD_TASKS_MEAN,A,0,nan,nan,0.8308823529411765,0
219,2,19,permuted-mnist-task2-npz,0,1,permuted-mnist-task1-npz,A,0,0.5820668693009119,0.7781155015197568,0.19604863221884494,658
219,2,19,permuted-mnist-task2-npz,0,0,OLD_TASKS_MEAN,A,0,nan,nan,0.19604863221884494,0
220,2,20,permuted-mnist-task2-npz,1,1,permuted-mnist-task1-npz,A,0,0.128,0.704,0.576,125
220,2,20,permuted-mnist-task2-npz,1,0,OLD_TASKS_MEAN,A,0,nan,nan,0.576,0
220,2,20,permuted-mnist-task2-npz,4,1,permuted-mnist-task1-npz,A,0,0.7604166666666666,0.8208333333333333,0.060416666666666674,480
220,2,20,permuted-mnist-task2-npz,4,0,OLD_TASKS_MEAN,A,0,nan,nan,0.060416666666666674,0
220,2,20,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.9276729559748428,0.9937106918238994,0.06603773584905659,636
220,2,20,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.06603773584905659,0
220,2,20,permuted-mnist-task2-npz,0,1,permuted-mnist-task1-npz,A,0,0.5379939209726444,0.770516717325228,0.23252279635258355,658
220,2,20,permuted-mnist-task2-npz,0,0,OLD_TASKS_MEAN,A,0,nan,nan,0.23252279635258355,0
220,2,20,permuted-mnist-task2-npz,2,1,permuted-mnist-task1-npz,A,0,0.125,0.9411764705882353,0.8161764705882353,408
220,2,20,permuted-mnist-task2-npz,2,0,OLD_TASKS_MEAN,A,0,nan,nan,0.8161764705882353,0
221,2,21,permuted-mnist-task2-npz,2,1,permuted-mnist-task1-npz,A,0,0.125,0.9436274509803921,0.8186274509803921,408
221,2,21,permuted-mnist-task2-npz,2,0,OLD_TASKS_MEAN,A,0,nan,nan,0.8186274509803921,0
221,2,21,permuted-mnist-task2-npz,1,1,permuted-mnist-task1-npz,A,0,0.144,0.696,0.5519999999999999,125
221,2,21,permuted-mnist-task2-npz,1,0,OLD_TASKS_MEAN,A,0,nan,nan,0.5519999999999999,0
221,2,21,permuted-mnist-task2-npz,0,1,permuted-mnist-task1-npz,A,0,0.5547112462006079,0.7887537993920972,0.23404255319148937,658
221,2,21,permuted-mnist-task2-npz,0,0,OLD_TASKS_MEAN,A,0,nan,nan,0.23404255319148937,0
221,2,21,permuted-mnist-task2-npz,4,1,permuted-mnist-task1-npz,A,0,0.7666666666666667,0.8416666666666667,0.07499999999999996,480
221,2,21,permuted-mnist-task2-npz,4,0,OLD_TASKS_MEAN,A,0,nan,nan,0.07499999999999996,0
221,2,21,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.9308176100628931,0.9921383647798742,0.06132075471698106,636
221,2,21,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.06132075471698106,0
222,2,22,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.9339622641509434,0.9921383647798742,0.05817610062893075,636
222,2,22,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.05817610062893075,0
222,2,22,permuted-mnist-task2-npz,0,1,permuted-mnist-task1-npz,A,0,0.5395136778115501,0.7826747720364742,0.24316109422492405,658
